budget,homepage,movie_id,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,LanguageName,Genres-name,Genres-id,Production_companies-id,Production_companies-name,Production_countries-name,Production_countries-iso_3166_1
85000000,http://www.thefastandthefurious3.com/,9615,The Fast and the Furious: Tokyo Drift,8.282876,2006-06-03,158468292,104,Released,"On the streets of Tokyo, speed needs no translation...",The Fast and the Furious: Tokyo Drift,6.1,1705,English,"Action, Crime, Drama, Thriller","28, 80, 18, 53",33,Universal Pictures,"Japan, United States of America","3166_1JP, 3166_1US"
0,http://www.arthurchristmas.com/,51052,Arthur Christmas,19.83683,2011-02-22,0,97,Released,Ever wonder how 2 Billion presents get delivered all in 1 night?,Arthur Christmas,6.7,333,English,"Drama, Animation, Family, Comedy","18, 16, 10751, 35","5, 297, 2251","Columbia Pictures, Aardman Animations, Sony Pictures Animation",United States of America,3166_1US
90000000,http://www.meetjoeblack.com/,297,Meet Joe Black,36.069611,1998-11-12,142940100,178,Released,Sooner or later everyone does.,Meet Joe Black,6.9,1147,English,"Fantasy, Drama, Mystery","14, 18, 9648","33, 136","Universal Pictures, City Light Films",United States of America,3166_1US
85000000,http://www.wbshop.com/product/code/1000040993.do,9884,Collateral Damage,18.827753,2002-02-06,78382433,108,Released,What would you do if you lost everything?,Collateral Damage,5.5,427,English,"Action, Thriller, Drama","28, 53, 18","496, 788, 6194, 43717","David Foster Productions, Bel Air Entertainment, Warner Bros, Hacienda Productions",United States of America,3166_1US
0,"",16858,All That Jazz,5.159407,1979-12-20,37823676,123,Released,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,All That Jazz,7.3,85,English,"Drama, Music","18, 10402","306, 441","Twentieth Century Fox Film Corporation, Columbia Pictures Corporation",United States of America,3166_1US
85000000,"",62764,Mirror Mirror,48.126297,2012-03-15,183018522,106,Released,The Snow White legend comes alive.,Mirror Mirror,5.5,1114,English,"Adventure, Fantasy, Drama, Comedy, Science Fiction, Family","12, 14, 18, 35, 878, 10751","7295, 11581, 12005, 12006, 12007, 12008","Relativity Media, Misher Films, Yucaipa Films, Goldmann Pictures, Rat Entertainment, Misha Films",United States of America,3166_1US
60000000,http://www.scottpilgrimthemovie.com/,22538,Scott Pilgrim vs. the World,38.885195,2010-07-27,47664559,112,Released,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,7.2,2126,English,"Action, Adventure, Comedy","28, 12, 35","33, 2527","Universal Pictures, Marc Platt Productions","United States of America, Canada","3166_1US, 3166_1CA"
60000000,"",9341,The Core,29.211255,2003-03-28,74208267,136,Released,Earth has a deadline.,The Core,5.4,516,English,"Action, Thriller, Adventure, Science Fiction","28, 53, 12, 878","4, 496, 2199, 7161, 12213, 12214","Paramount Pictures, David Foster Productions, Horsepower Films, LivePlanet, Core Productions, Munich Film Partners New Century Company MFP Core Productions","United States of America, Canada, Germany","3166_1US, 3166_1CA, 3166_1DE"
84000000,"",12107,Nutty Professor II: The Klumps,17.783361,2000-07-27,123307945,106,Released,The Klumps are back!,Nutty Professor II: The Klumps,4.7,332,English,"Fantasy, Comedy, Romance, Science Fiction","14, 35, 10749, 878","23, 33","Imagine Entertainment, Universal Pictures",United States of America,3166_1US
84000000,"",9637,Scooby-Doo,31.435539,2002-06-14,275650703,88,Released,Get a Clue,Scooby-Doo,5.4,820,English,"Mystery, Adventure, Comedy","9648, 12, 35","507, 748, 6194","Atlas Entertainment, Mosaic Media Group, Warner Bros",United States of America,3166_1US
50000000,http://dreddthemovie.com/,49049,Dredd,57.673932,2012-09-07,41037742,95,Released,Judgement is coming,Dredd,6.6,1940,English,"Action, Science Fiction","28, 878","284, 6733, 7437, 46506, 46507","DNA Films, Reliance BIG Entertainment, IM Global, Rena Film, Peach Trees","South Africa, United Kingdom, United States of America, India","3166_1ZA, 3166_1GB, 3166_1US, 3166_1IN"
82500000,"",9339,Click,41.176631,2006-06-22,237681299,107,Released,What If You Had A Remote... That Controlled Your Universe?,Click,6,2104,English,"Comedy, Drama, Fantasy, Romance","35, 18, 14, 10749","333, 441, 497, 2608","Original Film, Columbia Pictures Corporation, Revolution Studios, Happy Madison Productions",United States of America,3166_1US
8000000,"",16281,Creepshow,13.661289,1982-11-12,21028755,120,Released,The Most Fun You'll Ever Have... BEING SCARED!,Creepshow,6.7,226,English,"Horror, Comedy, Fantasy","27, 35, 14","6194, 14179, 14180","Warner Bros, Creepshow Films Inc, Laurel Entertainment Inc",United States of America,3166_1US
85000000,http://catsanddogsmovie.warnerbros.com/,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,11.77398,2010-07-30,112483764,82,Released,Just like real spies... only furrier.,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119,English,"Comedy, Family","35, 10751",79,Village Roadshow Pictures,"United States of America, Australia","3166_1US, 3166_1AU"
85000000,http://www.fox.co.uk/jumper,8247,Jumper,21.218,2008-02-10,222231186,88,Released,anywhere is possible.,Jumper,5.9,1799,English,"Adventure, Fantasy, Science Fiction","12, 14, 878","444, 7384, 10104","Dune Entertainment, Hypnotic, New Regency Pictures","Canada, United States of America","3166_1CA, 3166_1US"
85000000,"",11253,Hellboy II: The Golden Army,58.57976,2008-07-11,160388063,120,Released,Saving the world is a hell of a job.,Hellboy II: The Golden Army,6.5,1527,English,"Adventure, Fantasy, Science Fiction","12, 14, 878","33, 552, 840, 2735, 7295, 21498","Universal Pictures, Dark Horse Entertainment, Lawrence Gordon Productions, Mid Atlantic Films, Relativity Media, Internationale Filmproduktion Eagle","Germany, United States of America","3166_1DE, 3166_1US"
65000000,"",1949,Zodiac,51.970905,2007-03-02,84785914,157,Released,There's more than one way to lose your life to a killer.,Zodiac,7.3,2023,English,"Crime, Drama, Mystery, Thriller","80, 18, 9648, 53","4, 6194, 11317","Paramount Pictures, Warner Bros, Phoenix Pictures",United States of America,3166_1US
82000000,"",8452,The 6th Day,18.447479,2000-11-17,96085477,123,Released,Are You Who You Think You Are,The 6th Day,5.7,595,English,Science Fiction,878,11317,Phoenix Pictures,United States of America,3166_1US
80000000,http://www.brucealmighty.com/,310,Bruce Almighty,109.684788,2003-05-23,484572835,101,Released,In Bruce we trust,Bruce Almighty,6.4,3012,English,"Fantasy, Comedy","14, 35","33, 158, 159, 160","Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment, Pit Bull Productions",United States of America,3166_1US
80000000,http://expendablesthemovie.com/,27578,The Expendables,77.580661,2010-08-03,274470394,103,Released,Choose Your Weapon.,The Expendables,6,2926,English,"Thriller, Adventure, Action","53, 12, 28",10254,Millennium Films,United States of America,3166_1US
80000000,http://www.missionimpossible.com/,954,Mission: Impossible,75.290998,1996-05-22,457696359,110,Released,Expect the Impossible.,Mission: Impossible,6.7,2631,English,"Adventure, Action, Thriller","12, 28, 53","4, 44","Paramount Pictures, Cruise Wagner Productions",United States of America,3166_1US
75000000,http://www.thehungergames.movie/,70160,The Hunger Games,68.550698,2012-03-12,691210692,142,Released,May The Odds Be Ever In Your Favor.,The Hunger Games,6.9,9455,English,"Science Fiction, Adventure, Fantasy","878, 12, 14","1632, 5420","Lionsgate, Color Force",United States of America,3166_1US
80000000,http://hangoverpart2.warnerbros.com/,45243,The Hangover Part II,58.040149,2011-05-25,254455986,102,Released,The Wolfpack Is Back,The Hangover Part II,6.2,3739,English,Comedy,35,"923, 2877, 3527, 6194","Legendary Pictures, Living Films, Green Hat Films, Warner Bros",United States of America,3166_1US
80000000,"",364,Batman Returns,59.113174,1992-06-19,280000000,126,Released,"The Bat, the Cat, the Penguin.",Batman Returns,6.6,1673,English,"Action, Fantasy","28, 14","1382, 6194","PolyGram Filmed Entertainment, Warner Bros","United Kingdom, United States of America","3166_1GB, 3166_1US"
80000000,"",7518,Over the Hedge,36.32705,2006-04-22,343397247,83,Released,Taking back the neighborhood... One snack at a time.,Over the Hedge,6.3,1074,English,"Comedy, Animation, Family","35, 16, 10751","520, 521","Pacific Data Images PDI, DreamWorks Animation",United States of America,3166_1US
80000000,"",11544,Lilo & Stitch,55.659988,2002-06-21,145771527,85,Released,He's coming to our galaxy.,Lilo & Stitch,7.1,1314,English,"Animation, Family","16, 10751","2, 10217","Walt Disney Pictures, Walt Disney Feature Animation",United States of America,3166_1US
85000000,"",9986,Charlotte's Web,14.132583,2006-12-15,144000000,97,Released,"Something unexpected, unbelievable, unforgettable.",Charlotte's Web,5.8,288,English,"Comedy, Family, Fantasy","35, 10751, 14","4, 7311","Paramount Pictures, Kerner Entertainment Company","Germany, United States of America","3166_1DE, 3166_1US"
75000000,"",8656,Deep Impact,34.070054,1998-05-08,140464664,120,Released,Heaven and Earth are about to collide.,Deep Impact,5.9,855,English,"Action, Drama, Romance","28, 18, 10749","4, 27, 1865, 2478","Paramount Pictures, DreamWorks SKG, Zanuck Brown Productions, Manhattan Project",United States of America,3166_1US
84000000,http://red-themovie.com/,146216,RED 2,44.34333,2013-07-18,0,116,Released,The best never rest.,RED 2,6.4,1526,English,"Action, Comedy, Crime, Thriller","28, 35, 80, 53","429, 435, 491, 9993","DC Comics, Di Bonaventura Pictures, Summit Entertainment, DC Entertainment","Canada, France, United States of America","3166_1CA, 3166_1FR, 3166_1US"
82000000,"",9291,The Longest Yard,26.065735,2005-05-19,190320568,113,Released,"If you can't get out, get even.",The Longest Yard,6.2,785,English,"Comedy, Drama","35, 18","4, 441, 746, 2608, 60378","Paramount Pictures, Columbia Pictures Corporation, MTV Films, Happy Madison Productions, Callahan Filmworks",United States of America,3166_1US
75000000,http://www.munkyourself.com/,55301,Alvin and the Chipmunks: Chipwrecked,23.473004,2011-12-14,342695435,87,Released,This holiday it's gonna get squeaky.,Alvin and the Chipmunks: Chipwrecked,5.4,484,English,"Comedy, Fantasy, Family, Music, Animation","35, 14, 10751, 10402, 16",711,Fox 2 0 0 0 Pictures,United States of America,3166_1US
80000000,http://www.sonypictures.com/movies/grownups2,109418,Grown Ups 2,45.589568,2013-07-11,246984278,100,Released,Just because they're a little older doesn't mean they've grown up.,Grown Ups 2,5.8,1155,English,Comedy,35,"5, 2608, 7431","Columbia Pictures, Happy Madison Productions, Sony Pictures Entertainment SPE",United States of America,3166_1US
80000000,http://getsmartmovie.warnerbros.com/,11665,Get Smart,23.496054,2008-06-19,230685453,110,Released,Saving The World...And Loving It!,Get Smart,6,1051,English,"Action, Comedy, Thriller","28, 35, 53","79, 507, 748, 1757, 6194, 27352, 54502, 60378","Village Roadshow Pictures, Atlas Entertainment, Mosaic Media Group, Mad Chance, Warner Bros, WV Films IV, Mel s Cite du Cinema, Callahan Filmworks","Canada, Russia, United States of America","3166_1CA, 3166_1RU, 3166_1US"
80000000,"",6964,Something's Gotta Give,16.939441,2003-12-12,266728738,128,Released,Schmucks are people too.,Something's Gotta Give,6.3,410,English,"Drama, Comedy, Romance","18, 35, 10749","441, 735, 6194","Columbia Pictures Corporation, Waverly Films, Warner Bros",United States of America,3166_1US
80000000,http://www.shutterisland.com/,11324,Shutter Island,81.914696,2010-02-18,294804195,138,Released,Someone is missing.,Shutter Island,7.8,6336,English,"Drama, Thriller, Mystery","18, 53, 9648","4, 562, 11317, 23243","Paramount Pictures, Appian Way, Phoenix Pictures, Sikelia Productions",United States of America,3166_1US
80000000,"",12193,Four Christmases,19.500893,2008-11-26,163733697,88,Released,"His father, her mother, his mother and her father all in one day.",Four Christmases,5.3,331,English,"Comedy, Romance, Drama","35, 10749, 18","12, 158, 2308, 2795, 2796","New Line Cinema, Spyglass Entertainment, Type A Films, Ott Medien, Wild West Picture Show Productions",United States of America,3166_1US
75000000,"",9928,Robots,29.558157,2005-03-10,260696994,91,Released,You can shine no matter what you're made of.,Robots,6,1333,English,"Animation, Comedy, Family, Science Fiction","16, 35, 10751, 878","9383, 11749","Blue Sky Studios, Twentieth Century Fox Animation",United States of America,3166_1US
80000000,"",754,Face/Off,46.075037,1997-06-27,245676146,138,Released,"In order to catch him, he must become him.",Face/Off,6.8,1583,English,"Action, Crime, Science Fiction, Thriller","28, 80, 878, 53","4, 455, 456, 458, 9195, 25358","Paramount Pictures, Permut Presentations, WCG Entertainment Productions, Douglas Reuther Productions, Touchstone Pictures, Krane Entertainment",United States of America,3166_1US
80000000,"",10202,Bedtime Stories,23.531721,2008-12-24,212874442,99,Released,Whatever they dream up... he has to survive.,Bedtime Stories,5.9,901,English,"Fantasy, Comedy, Family, Romance","14, 35, 10751, 10749","2, 2608, 3538","Walt Disney Pictures, Happy Madison Productions, Gunn Films",United States of America,3166_1US
80000000,"",4147,Road to Perdition,49.078546,2002-07-12,181001478,117,Released,Pray for Michael Sullivan.,Road to Perdition,7.3,1077,English,"Thriller, Crime, Drama","53, 80, 18","27, 80, 306","DreamWorks SKG, The Zanuck Company, Twentieth Century Fox Film Corporation",United States of America,3166_1US
80000000,http://www.justgowithit-movie.com,50546,Just Go with It,37.02665,2011-02-10,214918407,117,Released,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,6.3,1543,English,"Romance, Comedy","10749, 35","5, 2608","Columbia Pictures, Happy Madison Productions",United States of America,3166_1US
75000000,"",1701,Con Air,45.154631,1997-06-01,224012234,115,Released,They were deadly on the ground; Now they have wings,Con Air,6.5,1270,English,"Action, Thriller, Crime","28, 53, 80","130, 3589, 9195, 78338, 78339","Jerry Bruckheimer Films, Kouf Bigelow Productions, Touchstone Pictures, Hiett Designs of Las Vegas, Runway Pictures Inc",United States of America,3166_1US
80000000,"",13027,Eagle Eye,46.887983,2008-09-25,178066569,118,Released,Don't walk. Run.,Eagle Eye,6.3,1018,English,"Mystery, Thriller, Action","9648, 53, 28","27, 7296, 11843, 20157","DreamWorks SKG, KOPaperProducts, Goldcrest Pictures, KMP Film Invest","United States of America, Germany","3166_1US, 3166_1DE"
79000000,"",2289,Cold Mountain,24.598479,2003-12-24,173013509,154,Released,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,6.7,533,English,Drama,18,"14, 932, 1370, 2570, 10102","Miramax Films, Mirage Enterprises, Castel Film Romania, Bona Fide Productions, Cattleya","United States of America, United Kingdom, Romania, Italy","3166_1US, 3166_1GB, 3166_1RO, 3166_1IT"
80000000,"",20504,The Book of Eli,32.363538,2010-01-14,157107755,118,Released,Some will kill to have it. He will kill to protect it.,The Book of Eli,6.6,2164,English,"Action, Thriller, Science Fiction","28, 53, 878","1088, 1885","Alcon Entertainment, Silver Pictures",United States of America,3166_1US
80000000,"",9574,Flubber,11.50396,1997-11-26,177977226,93,Released,Catch it if you can!,Flubber,5.3,695,English,"Comedy, Family, Science Fiction","35, 10751, 878","2, 2173","Walt Disney Pictures, Great Oaks Entertainment",United States of America,3166_1US
80000000,"",11618,The Haunting,19.375768,1999-07-23,91188905,113,Released,Some houses are born bad.,The Haunting,5.2,369,English,"Horror, Thriller, Fantasy, Mystery","27, 53, 14, 9648","7, 1560","DreamWorks, Roth Arnold Productions",United States of America,3166_1US
80000000,http://www.warnerbros.com/archive/spacejam/movie/jam.htm,2300,Space Jam,36.125715,1996-11-15,250200000,88,Released,Get ready to jam.,Space Jam,6.5,1288,English,"Animation, Comedy, Drama, Family, Fantasy","16, 35, 18, 10751, 14","3592, 8816, 55527","Warner Bros Family Entertainment, Northern Lights Entertainment, Courtside Seats Productions",United States of America,3166_1US
0,"",12096,The Pink Panther,25.450534,2006-01-18,0,93,Released,Pardon His French.,The Pink Panther,5.6,550,English,"Action, Comedy, Crime, Mystery, Family","28, 35, 80, 9648, 10751","5, 1507, 2364, 3929, 8411","Columbia Pictures, International Production Company, The Montecito Picture Company, Robert Simonds Productions, Metro Goldwyn Mayer MGM",United States of America,3166_1US
80000000,"",10200,The Day the Earth Stood Still,41.890722,2008-12-10,233093859,104,Released,12.12.08 is the Day the Earth Stood Still,The Day the Earth Stood Still,5.2,1043,English,"Drama, Science Fiction, Thriller","18, 878, 53","306, 6332, 20374, 20375, 36390","Twentieth Century Fox Film Corporation, Dune Entertainment III, Earth Canada Productions, Hammerhead Productions, 3ArtsEntertainment","Canada, United States of America","3166_1CA, 3166_1US"
75000000,"",8834,Conspiracy Theory,22.179658,1997-08-07,136982834,135,Released,What if your most paranoid nightmares had just come true?,Conspiracy Theory,6.5,431,English,"Action, Drama, Mystery, Thriller","28, 18, 9648, 53","1885, 6194, 23397","Silver Pictures, Warner Bros, Donner Shuler Donner Productions",United States of America,3166_1US
68000000,"",228150,Fury,139.575085,2014-10-15,211817906,135,Released,War never ends quietly.,Fury,7.4,3946,English,"War, Drama, Action","10752, 18, 28","5, 11029, 16312, 34034, 39649, 47169","Columbia Pictures, QED International, Crave Films, LStar Capital, Huayi Brothers Media, Le Grisbi Productions","United Kingdom, United States of America, China","3166_1GB, 3166_1US, 3166_1CN"
70000000,"",6068,Six Days Seven Nights,18.264635,1998-06-12,164000000,98,Released,"After this week in paradise, they’re going to need a vacation.",Six Days Seven Nights,5.6,332,English,"Action, Adventure, Comedy, Romance","28, 12, 35, 10749","175, 961, 8816, 9195","Caravan Pictures, Roger Birnbaum Productions, Northern Lights Entertainment, Touchstone Pictures",United States of America,3166_1US
80000000,http://www.yogibear.com/,41515,Yogi Bear,11.187696,2010-12-11,201584141,80,Released,Life's a Pic-A-Nic,Yogi Bear,5.2,220,English,"Comedy, Family, Animation, Adventure","35, 10751, 16, 12","2609, 2785, 5219, 13481, 19045","De Line Pictures, Warner Bros Animation, Sunswept Entertainment, Rhythm and Hues, Picnic Basket","United States of America, New Zealand","3166_1US, 3166_1NZ"
80000000,"",9023,Spirit: Stallion of the Cimarron,41.670544,2002-05-24,122563539,83,Released,Leader. Hero. Legend.,Spirit: Stallion of the Cimarron,7.4,831,English,"Western, Animation, Adventure, Comedy, Family","37, 16, 12, 35, 10751","27, 521","DreamWorks SKG, DreamWorks Animation",United States of America,3166_1US
80000000,http://www.zookeeper-movie.com/,38317,Zookeeper,27.46264,2011-07-06,169852759,102,Released,Welcome to his jungle.,Zookeeper,5.3,498,English,"Comedy, Romance, Family","35, 10749, 10751","5, 2608, 3045, 8000, 8411, 46221, 46222","Columbia Pictures, Happy Madison Productions, Sony Pictures Releasing, Broken Road Productions, Metro Goldwyn Mayer MGM, Zookeeper Productions, Hey Eddie",United States of America,3166_1US
80000000,"",2157,Lost in Space,17.455024,1998-04-03,136159423,130,Released,"Danger, Will Robinson!",Lost in Space,5,388,English,"Adventure, Family, Science Fiction","12, 10751, 878","12, 14024, 19902, 30253","New Line Cinema, Irwin Allen Productions, Prelude Pictures, Saltire Entertainment",United States of America,3166_1US
80000000,"",14462,The Manchurian Candidate,21.394281,2004-07-30,96105964,129,Released,This summer everything is under control.,The Manchurian Candidate,6.2,393,English,"Drama, Thriller, Mystery","18, 53, 9648","4, 258, 1274","Paramount Pictures, Scott Rudin Productions, Clinica Estetico",United States of America,3166_1US
0,"",161795,Déjà Vu,0.605645,1998-04-22,0,117,Released,Your future is set...,Déjà Vu,8,1,English,"Romance, Drama","10749, 18",", Revere Entertainment, Jagtoria Films","Rainbow Film Company, 27584, 40955",United States of America,3166_1US
80000000,"",159824,Hotel Transylvania 2,61.692197,2015-09-21,473226958,89,Released,They're back to raise a little terror,Hotel Transylvania 2,6.7,1497,English,"Animation, Comedy, Family","16, 35, 10751","5, 2251","Columbia Pictures, Sony Pictures Animation",United States of America,3166_1US
80000000,http://movies.disney.com/fantasia-2000,49948,Fantasia 2000,14.530946,1999-12-17,90874570,74,Released,"",Fantasia 2000,7,292,English,"Animation, Family, Music","16, 10751, 10402",2,Walt Disney Pictures,United States of America,3166_1US
80000000,http://timemachine.countingdown.com/,2135,The Time Machine,25.978555,2002-03-04,123729176,96,Released,The greatest adventure THROUGH all time!,The Time Machine,5.8,631,English,"Science Fiction, Adventure, Action","878, 12, 28","27, 6194","DreamWorks SKG, Warner Bros",United States of America,3166_1US
90000000,"",9822,Mighty Joe Young,6.643778,1998-12-25,0,114,Released,Survival is an instinct.,Mighty Joe Young,5.9,208,English,"Action, Adventure, Family, Fantasy","28, 12, 10751, 14","2, 4361","Walt Disney Pictures, RKO Pictures",United States of America,3166_1US
102000000,"",9705,Swordfish,36.788745,2001-06-07,147080413,99,Released,Log On. Hack In. Go Anywhere. Get Everything.,Swordfish,6.1,932,English,"Action, Crime, Thriller","28, 80, 53","79, 172, 1885, 6194, 46458","Village Roadshow Pictures, NPV Entertainment, Silver Pictures, Warner Bros, Jonathan Krane Group","Australia, United States of America","3166_1AU, 3166_1US"
75000000,http://www.sonypictures.com/homevideo/thelegendofzorro/index.html,1656,The Legend of Zorro,31.054334,2005-10-24,142400065,129,Released,The original caped crusader is back!,The Legend of Zorro,5.9,893,English,"Action, Adventure","28, 12","56, 441","Amblin Entertainment, Columbia Pictures Corporation","Mexico, United States of America","3166_1MX, 3166_1US"
85000000,"",12159,What Dreams May Come,21.891078,1998-10-02,71485043,113,Released,After life there is more. The end is just the beginning.,What Dreams May Come,6.8,577,English,"Drama, Fantasy, Romance","18, 14, 10749",1382,PolyGram Filmed Entertainment,"New Zealand, United States of America","3166_1NZ, 3166_1US"
85000000,"",9678,Little Nicky,18.335992,2000-11-10,0,90,Released,He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.,Little Nicky,5.2,438,English,"Comedy, Fantasy, Romance","35, 14, 10749","12, 1565, 2608","New Line Cinema, Avery Pix, Happy Madison Productions",United States of America,3166_1US
88000000,"",4442,The Brothers Grimm,40.138009,2005-08-26,105316267,118,Released,Eliminating Evil Since 1812.,The Brothers Grimm,5.6,818,English,"Adventure, Fantasy, Action, Comedy, Thriller","12, 14, 28, 35, 53","308, 491, 507, 748, 1649, 7405, 8411, 76043","The Weinstein Company, Summit Entertainment, Atlas Entertainment, Mosaic Media Group, Reforma Films, Dimension Films, Metro Goldwyn Mayer MGM, Revolution Sun Studios","Czech Republic, United Kingdom, United States of America","3166_1CZ, 3166_1GB, 3166_1US"
70000000,http://marsattacks.warnerbros.com/,75,Mars Attacks!,44.090535,1996-12-12,101371017,106,Released,Nice planet. We'll take it!,Mars Attacks!,6.1,1509,English,"Comedy, Fantasy, Science Fiction","35, 14, 878",8601,Tim Burton Productions,United States of America,3166_1US
0,"",330770,Évolution,3.300061,2015-09-14,0,81,Released,"",Evolution,6.4,47,French,"Mystery, Drama, Horror","9648, 18, 27","3307, 5358, 7395, 7792, 10611, 11199, 11921, 18367, 25818, 52184, 58659, 76444, 76445, 76446, 76447","Ex Nihilo, Canal, Les films du Worso, Noodles Production, Cin\u 0 0 e 9, Scope Pictures, Le Tax Shelter du Gouvernement F\u 0 0 e 9 d\u 0 0 e 9 ral de Belgique, Centre National de la Cin\u 0 0 e 9 matographie CNC, Minist\u 0 0 e 8 re de la Culture et de la Communication, Volcano Films, Left Field Ventures, Evo Films A I E, Ind\u 0 0 e 9 films 3, Palatine \u 0 0 c 9 toile 1 2, Cin\u 0 0 e 9 feel Prod","Belgium, France, Spain","3166_1BE, 3166_1FR, 3166_1ES"
0,"",9433,The Edge,20.632673,1997-09-06,43312294,117,Released,"They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.",The Edge,6.7,349,English,"Action, Adventure, Drama","28, 12, 18",8769,Art Linson Productions,United States of America,3166_1US
80000000,http://chooseyoursurrogate.com/,19959,Surrogates,36.664991,2009-09-24,122444772,89,Released,How do you save humanity when the only thing that's real is you?,Surrogates,5.9,1195,English,"Action, Science Fiction, Thriller","28, 878, 53","9195, 10227, 11845, 41978","Touchstone Pictures, Mandeville Films, Wintergreen Productions, Top Shelf Productions",United States of America,3166_1US
80000000,"",11973,Thirteen Days,18.26121,2000-12-24,34566746,145,Released,You'll never believe how close we came,Thirteen Days,6.9,189,English,"Drama, Thriller","18, 53","12, 335","New Line Cinema, Tig Productions",United States of America,3166_1US
80000000,"",11228,Daylight,16.681269,1996-12-06,159212469,115,Released,No air. No escape. No time.,Daylight,5.8,378,English,"Action, Adventure, Thriller","28, 12, 53","33, 1302","Universal Pictures, Davis Entertainment",United States of America,3166_1US
80000000,http://www.walkingwithdinosaurs.com/movie/,77951,Walking With Dinosaurs,10.088006,2013-12-18,126546518,87,Released,The Greatest Adventure in 70 Million Years,Walking With Dinosaurs,5.2,133,English,"Animation, Family, Adventure","16, 10751, 12","3164, 6733, 8089, 8090, 8091, 53498, 53499","BBC Worldwide, Reliance BIG Entertainment, Animal Logic, BBC Earth, Evergreen Films, BBC Earth MD WWD, Evergreen MD","Australia, India, United Kingdom, United States of America","3166_1AU, 3166_1IN, 3166_1GB, 3166_1US"
44000000,"",5491,Battlefield Earth,7.89147,2000-05-10,21400000,118,Released,Take Back The Planet,Battlefield Earth,3,255,English,"Action, Science Fiction, War","28, 878, 10752","1403, 6194, 7406, 10210, 19718","Franchise Pictures, Warner Bros, JTP Films, Morgan Creek Productions, Battlefield Productions",United States of America,3166_1US
80000000,"",10715,Looney Tunes: Back in Action,16.715631,2003-11-14,68514844,90,Released,Real life has never been so animated.,Looney Tunes: Back in Action,5.6,297,English,"Animation, Comedy, Family","16, 35, 10751","430, 2785, 6194, 12006, 16061, 20734","Lonely Film Productions GmbH Co KG, Warner Bros Animation, Warner Bros, Goldmann Pictures, Baltimore Spring Creek Productions, Warner Bros Feature Animation","Germany, United States of America","3166_1DE, 3166_1US"
80000000,http://nine-movie.com/,10197,Nine,9.357734,2009-12-03,53825515,112,Released,"This Holiday Season, Be Italian",Nine,5.1,165,English,"Drama, Music, Romance","18, 10402, 10749","308, 7295","The Weinstein Company, Relativity Media","Italy, United States of America","3166_1IT, 3166_1US"
80000000,"",9562,Timeline,11.22268,2003-11-26,19480739,116,Released,They had to travel into the past to save the future,Timeline,5.4,318,English,"Action, Adventure, Science Fiction","28, 12, 878","4, 431, 762, 18619, 18620","Paramount Pictures, Donners Company, Mutual Film Company, Cobalt Media Group, Artists Production Group APG",United States of America,3166_1US
80000000,"",9922,The Postman,14.564667,1997-12-25,17626234,177,Released,The year is 2013. One man walked in off the horizon and hope came with him.,The Postman,6.1,299,English,"Drama, Adventure","18, 12","335, 6194","Tig Productions, Warner Bros",United States of America,3166_1US
90000000,"",9447,Babe: Pig in the City,11.356079,1998-11-25,69131860,92,Released,This little pig went to the city...,Babe: Pig in the City,5.2,305,English,"Adventure, Comedy, Drama, Family, Fantasy","12, 35, 18, 10751, 14",2537,Kennedy Miller Productions,Australia,3166_1AU
90000000,http://www.thelastwitchhunter.movie/,274854,The Last Witch Hunter,52.612025,2015-10-21,146936910,106,Released,Hunt forever.,The Last Witch Hunter,5.7,1316,English,"Fantasy, Action, Adventure","14, 28, 12","491, 2995, 7154, 12006, 24097, 33832, 72441","Summit Entertainment, Atmosphere Entertainment MM, One Race Films, Goldmann Pictures, NeoReel, Aperture Entertainment, TIK Films",United States of America,3166_1US
80000000,"",8870,Red Planet,13.800656,2000-11-10,33463969,106,Released,Not A Sound. Not A Warning. Not A Chance. Not Alone.,Red Planet,5.4,267,English,"Thriller, Action, Science Fiction","53, 28, 878","79, 172, 6194, 22351, 53997","Village Roadshow Pictures, NPV Entertainment, Warner Bros, The Canton Company, Mars Production Pty Ltd","Australia, United States of America","3166_1AU, 3166_1US"
86000000,"",9992,Arthur et les Minimoys,27.097932,2006-12-13,107944236,94,Released,Adventure awaits in your own backyard.,Arthur and the Invisibles,6,639,English,"Adventure, Fantasy, Animation, Family","12, 14, 16, 10751","104, 854, 2525, 6896","Canal Plus, Sofica Europacorp, Avalanche Productions, EuropaCorp",France,3166_1FR
